position,player_team_tier,opponent_team_tier,is_home,component_type,multiplier,total_sample_size,num_seasons,seasons_covered,slice_avg,season_avg
FWD,2.0,3.0,1,red_cards,0.0,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,4.0,0,red_cards,0.0,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,4.0,1,red_cards,0.0,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,5.0,0,red_cards,0.0,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,5.0,1,red_cards,0.0,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,1.0,0,red_cards,0.0,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.003
FWD,3.0,1.0,1,red_cards,1.6557,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0164,0.0031
FWD,3.0,2.0,0,red_cards,0.0,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0035
FWD,3.0,2.0,1,red_cards,0.8016,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0079,0.0035
FWD,3.0,3.0,0,red_cards,0.0,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0033
FWD,3.0,3.0,1,red_cards,0.0,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0032
FWD,3.0,4.0,0,red_cards,2.3243,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0068,0.0034
FWD,3.0,4.0,1,red_cards,1.1159,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0061,0.0036
FWD,3.0,5.0,0,red_cards,0.0,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0034
FWD,3.0,5.0,1,red_cards,0.0,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0032
FWD,4.0,1.0,0,red_cards,0.0,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0025
FWD,4.0,1.0,1,red_cards,0.0,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0025
FWD,4.0,2.0,0,red_cards,1.4663,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0096,0.0026
FWD,4.0,2.0,1,red_cards,0.0,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0024
FWD,4.0,3.0,0,red_cards,1.5875,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0062,0.0026
FWD,4.0,3.0,1,red_cards,0.0,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0025
FWD,4.0,4.0,0,red_cards,1.0971,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0072,0.0032
FWD,4.0,4.0,1,red_cards,0.0,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0032
FWD,4.0,5.0,0,red_cards,0.0,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0024
FWD,4.0,5.0,1,red_cards,0.0,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0028
FWD,5.0,1.0,0,red_cards,0.0,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0044
FWD,5.0,1.0,1,red_cards,0.0,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.005
FWD,5.0,2.0,0,red_cards,1.1486,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0135,0.0043
FWD,5.0,2.0,1,red_cards,0.0,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0049
FWD,5.0,3.0,0,red_cards,0.0,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0047
FWD,5.0,3.0,1,red_cards,0.0,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.005
FWD,5.0,4.0,0,red_cards,0.8763,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0103,0.0032
FWD,5.0,4.0,1,red_cards,0.0,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0029
FWD,5.0,5.0,0,red_cards,0.0,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.004
FWD,5.0,5.0,1,red_cards,4.2727,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0227,0.0047
FWD,1.0,1.0,0,saves,0.0,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,1.0,1,saves,0.0,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,2.0,0,saves,0.0,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,2.0,1,saves,0.0,33,4,"2020-21,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,3.0,0,saves,0.0,52,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,3.0,1,saves,0.0,46,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,4.0,0,saves,0.0,43,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,4.0,1,saves,0.0,37,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,5.0,0,saves,0.0,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,5.0,1,saves,0.0,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,1.0,0,saves,0.0,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,1.0,1,saves,0.0,39,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,2.0,0,saves,0.0,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,2.0,1,saves,0.0,57,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,3.0,0,saves,0.0,91,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,3.0,1,saves,0.0,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,4.0,0,saves,0.0,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,4.0,1,saves,0.0,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,5.0,0,saves,0.0,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,2.0,5.0,1,saves,0.0,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,1.0,0,saves,0.0,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,1.0,1,saves,0.0,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,2.0,0,saves,0.0,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,2.0,1,saves,0.0,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,3.0,0,saves,0.0,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,3.0,1,saves,0.0,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,4.0,0,saves,0.0,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,4.0,1,saves,0.0,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,5.0,0,saves,0.0,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,3.0,5.0,1,saves,0.0,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,1.0,0,saves,0.0,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,1.0,1,saves,0.0,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,2.0,0,saves,0.0,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,2.0,1,saves,0.0,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,3.0,0,saves,0.0,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,3.0,1,saves,0.0,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,4.0,0,saves,0.0,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,4.0,1,saves,0.0,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,5.0,0,saves,0.0,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,4.0,5.0,1,saves,0.0,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,1.0,0,saves,0.0,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,1.0,1,saves,0.0,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,2.0,0,saves,0.0,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,2.0,1,saves,0.0,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,3.0,0,saves,0.0,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,3.0,1,saves,0.0,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,4.0,0,saves,0.0,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,4.0,1,saves,0.0,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,5.0,0,saves,0.0,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,5.0,5.0,1,saves,0.0,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0
FWD,1.0,1.0,0,yellow_cards,1.5603,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2308,0.1302
FWD,1.0,1.0,1,yellow_cards,1.091,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1538,0.1402
FWD,1.0,2.0,0,yellow_cards,0.5735,34,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1176,0.1489
FWD,1.0,2.0,1,yellow_cards,2.3449,33,4,"2020-21,2022-23,2023-24,2024-25",0.303,0.1468
FWD,1.0,3.0,0,yellow_cards,1.2487,52,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1346,0.1404
FWD,1.0,3.0,1,yellow_cards,0.4442,46,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0652,0.136
FWD,1.0,4.0,0,yellow_cards,1.1496,43,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1628,0.139
FWD,1.0,4.0,1,yellow_cards,0.6887,37,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1081,0.1433
FWD,1.0,5.0,0,yellow_cards,0.7154,26,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1154,0.128
FWD,1.0,5.0,1,yellow_cards,0.5589,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1,0.147
FWD,2.0,1.0,0,yellow_cards,0.5983,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.05,0.0949
FWD,2.0,1.0,1,yellow_cards,1.0705,39,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1282,0.0957
FWD,2.0,2.0,0,yellow_cards,1.1503,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.098,0.0943
FWD,2.0,2.0,1,yellow_cards,0.4228,57,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0526,0.092
FWD,2.0,3.0,0,yellow_cards,1.7952,91,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1648,0.0956
FWD,2.0,3.0,1,yellow_cards,1.3369,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1078,0.0925
FWD,2.0,4.0,0,yellow_cards,0.6539,93,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0645,0.0882
FWD,2.0,4.0,1,yellow_cards,0.7615,94,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0745,0.0882
FWD,2.0,5.0,0,yellow_cards,0.9154,51,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0784,0.0934
FWD,2.0,5.0,1,yellow_cards,0.8284,54,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0741,0.0934
FWD,3.0,1.0,0,yellow_cards,1.1263,70,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1429,0.1344
FWD,3.0,1.0,1,yellow_cards,1.8115,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2131,0.1349
FWD,3.0,2.0,0,yellow_cards,1.1227,113,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1504,0.132
FWD,3.0,2.0,1,yellow_cards,0.9553,126,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.119,0.1295
FWD,3.0,3.0,0,yellow_cards,0.9149,151,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1258,0.1364
FWD,3.0,3.0,1,yellow_cards,0.8944,155,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.129,0.1379
FWD,3.0,4.0,0,yellow_cards,1.4326,148,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2027,0.138
FWD,3.0,4.0,1,yellow_cards,0.7449,164,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1098,0.1379
FWD,3.0,5.0,0,yellow_cards,1.2396,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1616,0.1339
FWD,3.0,5.0,1,yellow_cards,0.1836,102,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0294,0.136
FWD,4.0,1.0,0,yellow_cards,1.2675,49,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1837,0.1204
FWD,4.0,1.0,1,yellow_cards,0.5572,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0667,0.1192
FWD,4.0,2.0,0,yellow_cards,1.4241,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1442,0.1141
FWD,4.0,2.0,1,yellow_cards,0.7462,112,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1071,0.1155
FWD,4.0,3.0,0,yellow_cards,1.2045,160,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1312,0.1237
FWD,4.0,3.0,1,yellow_cards,0.8846,161,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0994,0.1271
FWD,4.0,4.0,0,yellow_cards,0.908,139,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1079,0.1157
FWD,4.0,4.0,1,yellow_cards,1.0405,137,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1314,0.1164
FWD,4.0,5.0,0,yellow_cards,0.6832,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0978,0.1236
FWD,4.0,5.0,1,yellow_cards,1.2177,92,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1413,0.1142
FWD,5.0,1.0,0,yellow_cards,0.8478,36,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1111,0.1168
FWD,5.0,1.0,1,yellow_cards,1.6337,40,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.175,0.1157
FWD,5.0,2.0,0,yellow_cards,0.931,74,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1081,0.1181
FWD,5.0,2.0,1,yellow_cards,1.1783,71,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1408,0.1166
FWD,5.0,3.0,0,yellow_cards,1.087,104,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1058,0.1171
FWD,5.0,3.0,1,yellow_cards,1.0948,105,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1333,0.115
FWD,5.0,4.0,0,yellow_cards,0.88,97,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1237,0.1181
FWD,5.0,4.0,1,yellow_cards,0.5353,98,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0714,0.1217
FWD,5.0,5.0,0,yellow_cards,0.502,38,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0789,0.1193
FWD,5.0,5.0,1,yellow_cards,1.6748,44,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1591,0.1131
GK,1.0,1.0,0,assists,0.0,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0061
GK,1.0,1.0,1,assists,0.0,14,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0057
GK,1.0,2.0,0,assists,0.0,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0059
GK,1.0,2.0,1,assists,0.0,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0059
GK,1.0,3.0,0,assists,0.0,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0072
GK,1.0,3.0,1,assists,2.4355,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0323,0.0072
GK,1.0,4.0,0,assists,0.0,53,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0087
GK,1.0,4.0,1,assists,0.0,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0087
GK,1.0,5.0,0,assists,0.0,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0072
GK,1.0,5.0,1,assists,2.303,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0303,0.0072
GK,2.0,1.0,0,assists,0.0,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0071
GK,2.0,1.0,1,assists,2.5333,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0222,0.0071
GK,2.0,2.0,0,assists,0.0,63,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0089
GK,2.0,2.0,1,assists,1.1873,63,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0317,0.0093
GK,2.0,3.0,0,assists,0.0,109,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0071
GK,2.0,3.0,1,assists,0.6739,111,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.018,0.0072
GK,2.0,4.0,0,assists,0.0,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0083
GK,2.0,4.0,1,assists,0.0,100,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0085
GK,2.0,5.0,0,assists,0.6233,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0167,0.008
GK,2.0,5.0,1,assists,0.0,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.008
GK,3.0,1.0,0,assists,0.0,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0073
GK,3.0,1.0,1,assists,0.0,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0073
GK,3.0,2.0,0,assists,0.3566,106,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0094,0.0088
GK,3.0,2.0,1,assists,1.0309,110,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0273,0.0086
GK,3.0,3.0,0,assists,0.0,130,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0069
GK,3.0,3.0,1,assists,1.4167,132,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0076,0.007
GK,3.0,4.0,0,assists,3.4196,143,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.014,0.0074
GK,3.0,4.0,1,assists,0.2662,142,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.007,0.0075
GK,3.0,5.0,0,assists,0.0,84,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0076
GK,3.0,5.0,1,assists,0.0,84,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0076
GK,4.0,1.0,0,assists,0.0,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0034
GK,4.0,1.0,1,assists,2.0545,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0182,0.0034
GK,4.0,2.0,0,assists,0.0,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0035
GK,4.0,2.0,1,assists,0.0,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0034
GK,4.0,3.0,0,assists,0.0,141,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.003
GK,4.0,3.0,1,assists,0.0,142,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0029
GK,4.0,4.0,0,assists,0.0,117,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0027
GK,4.0,4.0,1,assists,2.2288,118,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0085,0.0027
GK,4.0,5.0,0,assists,0.0,77,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.003
GK,4.0,5.0,1,assists,2.4103,78,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0128,0.0031
GK,5.0,1.0,0,assists,0.0,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0032
GK,5.0,1.0,1,assists,0.0,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0032
GK,5.0,2.0,0,assists,1.9322,59,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0169,0.0031
GK,5.0,2.0,1,assists,0.0,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0031
GK,5.0,3.0,0,assists,0.0,83,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0038
GK,5.0,3.0,1,assists,1.3571,84,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0119,0.0038
GK,5.0,4.0,0,assists,0.0,78,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0037
GK,5.0,4.0,1,assists,0.0,78,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0037
GK,5.0,5.0,0,assists,0.0,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0035
GK,5.0,5.0,1,assists,0.0,30,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0,0.0035
GK,1.0,1.0,0,bonus,0.641,13,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0769,0.2298
GK,1.0,1.0,1,bonus,0.64,14,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1429,0.2293
GK,1.0,2.0,0,bonus,0.9524,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2222,0.2279
GK,1.0,2.0,1,bonus,0.7295,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1556,0.2279
GK,1.0,3.0,0,bonus,1.2584,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3226,0.2327
GK,1.0,3.0,1,bonus,0.5862,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1129,0.2327
GK,1.0,4.0,0,bonus,1.5511,53,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3774,0.2344
GK,1.0,4.0,1,bonus,1.2389,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2545,0.2321
GK,1.0,5.0,0,bonus,1.5064,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3939,0.231
GK,1.0,5.0,1,bonus,0.2303,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0606,0.231
GK,2.0,1.0,0,bonus,1.1133,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3111,0.2771
GK,2.0,1.0,1,bonus,1.5924,45,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4667,0.2771
GK,2.0,2.0,0,bonus,0.3992,63,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1111,0.2721
GK,2.0,2.0,1,bonus,0.9614,63,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.254,0.2708
GK,2.0,3.0,0,bonus,1.2512,109,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3486,0.2745
GK,2.0,3.0,1,bonus,0.6742,111,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1802,0.2742
GK,2.0,4.0,0,bonus,0.8023,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.202,0.2748
GK,2.0,4.0,1,bonus,1.5215,100,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.42,0.2742
GK,2.0,5.0,0,bonus,0.9674,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2833,0.274
GK,2.0,5.0,1,bonus,0.7779,60,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2,0.274
GK,3.0,1.0,0,bonus,0.6881,61,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2295,0.3359
GK,3.0,1.0,1,bonus,0.8496,62,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2742,0.3349
GK,3.0,2.0,0,bonus,0.967,106,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3113,0.3263
GK,3.0,2.0,1,bonus,0.6885,110,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2364,0.3289
GK,3.0,3.0,0,bonus,1.0807,130,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3769,0.3292
GK,3.0,3.0,1,bonus,1.0294,132,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3106,0.3292
GK,3.0,4.0,0,bonus,1.3239,143,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4615,0.3487
GK,3.0,4.0,1,bonus,1.416,142,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4789,0.348
GK,3.0,5.0,0,bonus,1.1158,84,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3929,0.336
GK,3.0,5.0,1,bonus,0.2456,84,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0833,0.336
GK,4.0,1.0,0,bonus,0.2659,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0545,0.2925
GK,4.0,1.0,1,bonus,0.438,55,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1455,0.2925
GK,4.0,2.0,0,bonus,1.1365,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2929,0.2824
GK,4.0,2.0,1,bonus,1.5519,99,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.4242,0.2843
GK,4.0,3.0,0,bonus,1.058,141,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.305,0.2883
GK,4.0,3.0,1,bonus,1.048,142,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3239,0.2884
GK,4.0,4.0,0,bonus,0.6531,117,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.1795,0.3011
GK,4.0,4.0,1,bonus,1.2433,118,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3814,0.3017
GK,4.0,5.0,0,bonus,0.9009,77,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.2987,0.293
GK,4.0,5.0,1,bonus,1.0981,78,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.3333,0.2915
GK,5.0,1.0,0,bonus,0.2132,33,5,"2020-21,2021-22,2022-23,2023-24,2024-25",0.0606,0.2552
